Name,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pHsulphates,alcohol,quality
Jesuitengarten Riesling GG 2017,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,2.98,0.53,11.8,6
Well Done Riesling Trocken 2018,0.28,0.14,1.4,0.043,64.0,159.0,0.992,3.17,0.39,10.0,5
Château-Thébaud 2015,0.16,0.36,1.2,0.043,21.0,90.0,0.9925,3.16,0.42,11.0,7
Chenin Blanc 2019,0.25,0.29,5.3,0.031,33.0,117.0,0.9918,3.06,0.32,11.8,7
Siglo de Oro Reserva Chardonnay 2018,0.21,0.24,1.8,0.021,17.0,80.0,0.98992,3.15,0.46,12.3,7
Chablis 1er Cru 'Montee de Tonnerre' 2016,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6
Malterdinger 2016,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5
Hill Pinot Grigio 2018,0.25,0.29,2.4,0.038,28.0,76.0,0.99088,3.01,0.36,11.7,7
Via Colțul Pietrei Sauvignon Blanc 2018,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5
Chardonnay 2018,0.15,0.34,5.3,0.034,33.0,104.0,0.9953,3.37,0.52,9.3,7
Clos de la Coulée de Serrant 2015,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
Clos du Four Mâcon-Milly-Lamartine 2014,0.33,0.31,5.5,0.048,42.0,173.0,0.9951,3.19,0.66,9.3,6
Venezia Giulia Picol 2017,0.34,0.24,3.85,0.031,5.0,34.0,0.99098,3.01,0.36,11.8,4
Pinot Grigio Friuli Aquileia 2018,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,3.18,0.61,9.9,7
Sauvignon Blanc 2018,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,5
Silberlack Riesling Trocken GG 2018,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7
Sauvignon Blanc 2016,0.17,0.23,1.7,0.029,39.0,128.0,0.99272,3.37,0.41,10.7,7
Dão Colheita Seleccionada White 2019,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41,12.4,6
Timeo Grillo 2016,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46,9.4,5
Riesling - Muscat - Pinot Gris Alsace (W)3 2016,0.345,0.51,15.3,0.047,54.0,171.0,0.9987,3.09,0.51,9.1,5
Insolia 2016,0.46,0.27,5.2,0.039,35.0,96.0,0.99129,3.16,0.44,12.4,7
Central Coast Chardonnay 2016,0.53,0.35,3.8,0.034,26.0,109.0,0.9906,3.26,0.57,12.7,8
Chardonnay 2017,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1,6
Scheurebe Trocken 2018,0.42,0.39,12.1,0.04,61.0,248.0,0.99794,3.31,0.58,9.7,5
Bianco di Merlot 2017,0.25,0.24,1.8,0.053,6.0,121.0,0.993,3.23,0.7,11.4,5
Côte de Rouffach Gewürztraminer 2016,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,6
Unoaked Chardonnay 2019,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6
Chenin Blanc 2019,0.23,0.25,7.95,0.042,16.0,108.0,0.99486,3.44,0.61,10.3,6
Sauvignon Blanc - Chardonnay 2018,0.255,0.33,1.2,0.051,29.0,122.0,0.99048,3.37,0.66,11.3,6
Ried Loibenberg Riesling Smaragd 2018,0.3,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,10.8,6
Reserva 347 Vineyards Sauvignon Blanc 2017,0.27,0.46,18.75,0.052,45.0,255.0,1.0,3.04,0.52,8.9,5
Jalè (Tenuta Ficuzza) 2018,0.25,0.28,1.2,0.04,31.0,111.0,0.99174,3.18,0.53,11.1,5
Chardonnay 2018,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5
Sulz Morillon 2015,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,3.23,0.62,9.4,6
Douro Redoma Branco 2017,0.29,0.39,6.7,0.036,6.0,117.0,0.9938,3.12,0.42,10.7,5
Pedra de Guix 2016,0.2,0.26,4.8,0.033,26.0,76.0,0.99076,2.98,0.49,12.3,7
Grüner Veltliner Berg Vogelsang 2012,0.37,0.3,2.2,0.033,39.0,107.0,0.98894,3.22,0.53,13.5,7
Deidesheimer Kieselberg Riesling Trocken 2017,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6
Riesling 2017,0.36,0.5,8.3,0.053,51.0,202.0,0.9955,3.2,0.51,9.6,6
Grauer Burgunder vom Löss 2018,0.25,0.29,15.2,0.047,40.0,171.0,0.9982,3.22,0.45,9.3,5
Treu Federspiel Grüner Veltliner 2018,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4,9.4,5
Ciari Chardonnay 2018,0.25,0.34,1.2,0.026,31.0,93.0,0.9916,2.93,0.37,11.3,7
Pedra de Guix 2015,0.4,0.27,1.2,0.053,23.0,193.0,0.99164,3.22,0.38,11.6,5
Hermannsberg GG 2015,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,7
Reserve Chardonnay 2017,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5
Branco 2015,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5
Riesling Alsace Grand Cru 'Sommerberg' 2016,0.35,0.07,1.4,0.069,22.0,108.0,0.9934,3.23,0.52,9.2,5
Chardonnay 2019,0.26,0.48,6.2,0.049,55.0,182.0,0.99582,3.21,0.45,9.4,6
Festival Sauvignon 2018,0.26,0.29,11.9,0.052,54.0,160.0,0.99546,3.03,0.58,10.4,6
Riesling 2014,0.285,0.49,11.4,0.035,57.0,137.0,0.99732,3.08,0.54,8.9,6
Loibner Burgstall Riesling Federspiel 2016,0.35,0.36,1.6,0.038,11.0,124.0,0.9928,3.25,0.48,11.0,5
Ungstein Scheurebe 2017,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,4
Ürziger Würzgarten Riesling Spätlese 2017,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5
Venezia Giulia Lis 2015,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7
Viognier 2017,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,6
Verdicchio Del Castelli Di Jesi Classico 2018,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,6
Sauvignon Blanc 2019,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98,5
Fabelhaft Riesling 2017,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,3.28,0.69,8.9,5
Pievecroce 2017,0.23,0.3,1.1,0.031,40.0,99.0,0.9929,2.94,0.3,10.4,6
Herrenbuck Grauburgunder 2018,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,5
Sonett Grauburgunder 2018,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,6
Cardellino Chardonnay Alto Adige 2017,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5
Mantel Blanco Verdejo 2019,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6
Copper Series Wilde Chardonnay 2017,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,3.44,0.73,12.2,7
Chardonnay 2018,0.3,0.19,7.7,0.049,47.0,184.0,0.99514,3.22,0.48,9.5,5
Sauvignon Blanc 2018,0.21,0.38,0.8,0.02,22.0,98.0,0.98941,3.26,0.32,11.8,6
Chassagne-Montrachet Premier Cru 2017,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6
Wehlener Sonnenuhr Riesling Spätlese 2017,0.23,0.4,9.9,0.036,24.0,88.0,0.9951,3.02,0.42,10.5,6
Classic White Blend 2019,0.26,0.32,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,6
Clos Boucher Condrieu 2017,0.17,0.31,1.6,0.037,15.0,103.0,0.991,3.14,0.5,12.0,6
Bourgogne Chardonnay (La Vignée) 2017,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,6
Riesling Alsace Signature 2018,0.12,0.32,1.4,0.06,47.0,150.0,0.9952,3.37,0.42,9.2,6
Lugana 2018,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,7
Chardonnay 2018,0.18,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41,9.2,5
Appenheimer Riesling Kalkstein 2018,0.25,0.33,2.1,0.021,17.0,76.0,0.99021,3.26,0.45,12.3,6
Sauvignon Blanc 2018,0.34,0.24,18.35,0.05,33.0,184.0,0.99943,3.12,0.61,9.3,5
Ampelio Chardonnay Langhe 2016,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,6
Ribet Blanc Chardonnay - Viognier 2019,0.37,0.2,7.6,0.031,49.0,170.0,0.99558,3.22,0.48,9.5,5
La Fontaine Aux Enfants Cru d'Alsace 2015,0.17,0.42,1.0,0.075,19.0,71.0,0.99103,3.32,0.62,11.4,6
Blanc de Noir Cabernet Sauvignon 2018,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,7
SL Riesling Kabinett 2017,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,3.34,0.5,9.9,6
Meursault-Blagny 1er Cru 'La Pièce sous le Bois' 2015,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7
Sauvignon Blanc 2019,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0,6
Monteoro Vermentino di Gallura Superiore 2018,0.22,0.3,1.3,0.038,45.0,122.0,0.99178,3.13,0.54,10.8,7
W... Dreams Bianco (Were Dreams...) 2017,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5
Weisser Burgunder vom Kalksteinfels 2018,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6
The Vine in Flames Fetească Regală Dry 2018,0.39,0.81,1.2,0.217,14.0,74.0,0.9936,3.08,0.53,9.5,5
Custoza 2019,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,3.0,0.44,9.1,5
Grauer Burgunder Trocken 2019,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7
Valdelagunde Verdejo 2019,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5
Weisser Burgunder Trocken 2013,0.19,0.29,4.3,0.045,33.0,126.0,0.99658,3.18,0.42,9.3,6
La Manina 2018,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6
Heugumber 2016,0.23,0.46,1.0,0.054,9.0,72.0,0.9941,2.95,0.49,9.1,6
Corton-Charlemagne Grand Cru 1999,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6
Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2017,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5
Damaszener Sauvignon Blanc 2019,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57,10.3,6
Clos du Rocher Terroir d'Exception Grand Cru Blanc 2018,0.21,0.28,1.4,0.047,48.0,148.0,0.99168,3.5,0.49,10.4,5
Ribolla Gialla 2018,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,5
Kleine Rust Chenin Blanc - Sauvignon Blanc 2019,0.13,0.28,0.9,0.045,32.0,87.0,0.99175,3.47,0.52,11.2,6
Grüner Veltliner Ried Loibenberg 2017,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,6
Cantaloro Toscana Bianco 2018,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7
Schulthauser Weissburgunder (Pinot Bianco) 2018,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6
Solaris Chorb Rheinau 2018,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,7
Sancerre Les Romains 2017,0.2,0.38,4.7,0.04,27.0,103.0,0.994,3.37,0.58,10.7,6
Pazo das Bruxas 2018,0.27,0.29,4.6,0.046,6.0,88.0,0.99458,3.34,0.48,10.6,4
Viognier 2016,0.2,0.4,1.3,0.047,23.0,92.0,0.99232,3.2,0.45,10.0,6
Black Label Nik Weis Goldtröpfchen Kabinett 2018,0.42,0.45,9.1,0.029,20.0,125.0,0.996,3.12,0.36,10.1,6
Faß 6 Senior Ayler Riesling 2019,0.16,0.37,1.1,0.031,37.0,97.0,0.9922,3.4,0.58,10.5,6
Le Finage Chablis 2017,0.34,0.49,7.3,0.045,61.0,206.0,0.9957,3.09,0.4,9.0,6
Weisser Burgunder II 2015,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8,6
Riesling Trocken 2018,0.27,0.15,1.5,0.056,35.0,128.0,0.9936,3.12,0.45,8.8,5
Contea di Sclafani Nozze d'Oro Regaleali 2016,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,6
Lugana Vigneto Massoni 2019,0.24,0.27,1.8,0.051,52.0,190.0,0.9928,3.23,0.5,10.8,6
Special Cuvée Chardonnay 2015,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,2.97,0.51,11.9,6
Douro Duas Quintas Branco 2018,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,7
Chardonnay 2018,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,8
Hydra Vernaccia di San Gimignano 2017,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,3.11,0.63,9.8,5
Oktav Grauburgunder 2018,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,6
Chardonnay 2017,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38,11.4,5
Chablis ‘Saint Martin’ 2017,0.24,0.29,1.2,0.037,37.0,97.0,0.9926,3.19,0.7,10.1,6
Straden Sauvignon Blanc 2018,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7
Just Fucking Good Wine Organic Blanc 2019,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,3.24,0.45,10.7,4
Ardèche Chardonnay 2017,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,3.2,0.48,9.4,5
Grauburgunder Trocken vom Kalkstein 2018,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,0.38,9.0,6
Von Unserm Riesling Trocken 2018,0.64,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,12.9,6
Rotes Tor - Grüner Veltliner Smaragd 2018,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5,5
Heugumber 2017,0.26,0.27,4.2,0.031,20.0,80.0,0.99089,3.12,0.39,11.5,6
Alentejano Reserva Branco 2016,0.28,0.42,3.5,0.035,43.0,105.0,0.99021,3.18,0.38,12.2,6
Verdejo 2016,0.28,0.52,6.2,0.028,37.0,104.0,0.99161,3.28,0.51,11.8,7
Mineral Chardonnay 2016,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6
Villa Paulus Pouilly-Fumé 2018,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6
Satellite Sancerre 2012,0.41,0.21,1.9,0.048,30.0,112.0,0.99138,3.29,0.55,11.2,6
Berg Pinot Bianco 2018,0.26,0.33,11.8,0.057,48.0,127.0,0.99693,3.1,0.55,10.0,6
Sauvignon 2017,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6
Sauvignon Blanc 2019,0.28,0.41,1.0,0.042,14.0,59.0,0.9922,2.96,0.25,10.5,6
Schweigen Chardonnay 2017,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,6
La Galopine Condrieu 2016,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6
Niederhäuser Hermannshöhle Riesling Spätlese 2018,0.29,0.24,3.2,0.037,31.0,95.0,0.98942,2.9,0.66,12.6,7
Viognier 2018,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,5
Erdeluftgrasundreben WB 2017,0.3,0.32,6.4,0.034,28.0,97.0,0.9924,3.23,0.44,11.8,6
Scharzhofberger P Riesling 2018,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7
Villata Roero Arneis 2019,0.615,0.1,1.4,0.068,25.0,154.0,0.99499,3.2,0.48,9.7,4
Grecante Grechetto Colli Martani 2019,0.35,0.48,8.8,0.056,35.0,167.0,0.99628,3.04,0.47,9.4,5
Pouilly-Fumé 2017,0.21,0.37,2.5,0.034,35.0,89.0,0.9913,3.25,0.5,11.0,7
Pfaffenberg Riesling 2017,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,3.24,0.4,11.5,3
Ribolla Gialla 2018,0.21,0.28,5.7,0.028,45.0,121.0,0.99168,3.21,1.08,12.15,7
Gewürztraminer Campaner 2018,0.46,0.14,2.7,0.042,27.0,160.0,0.9931,3.46,0.51,10.6,7
Chassagne-Montrachet 1er Cru 'Les Chaumées' 2014,0.13,0.37,1.0,0.036,48.0,114.0,0.9911,3.41,0.51,11.5,8
Gewurztraminer 2016,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,2.98,0.47,9.1,6
Riesling Trocken 2016,0.17,0.17,5.1,0.049,26.0,82.0,0.993,3.0,0.38,9.8,6
Verdejo 2018,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5
Riesling Suez 2016,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7
Chablis Grand Cru 'Les Preuses' 2016,0.15,0.29,5.0,0.058,28.0,105.0,0.9946,3.52,0.44,10.2,7
Riesling Trocken 2018,0.43,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,0.64,9.2,5
Pouilly-Fuissé Vielles Vignes 2017,0.25,0.49,2.5,0.047,31.0,169.0,0.99252,3.07,0.57,10.6,6
Collage Grauer Burgunder 2018,0.24,0.32,14.9,0.047,54.0,162.0,0.9968,3.28,0.5,10.2,6
Pinot Grigio Riserva Trentino 2017,0.695,0.06,6.8,0.042,9.0,84.0,0.99432,3.44,0.44,10.2,5
Hermitage Le Chevalier de Sterimberg 2016,0.23,0.45,2.1,0.027,43.0,104.0,0.99054,3.02,0.52,11.3,6
Whitehall Chardonnay 2016,0.23,0.33,12.8,0.056,44.0,169.0,0.998,3.42,0.42,9.8,6
Grauburgunder S 2018,0.18,0.37,1.5,0.027,37.0,93.0,0.992,3.3,0.45,10.8,6
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2016,0.13,0.22,12.7,0.058,24.0,183.0,0.9956,3.32,0.42,11.7,6
Meursault 2016,0.14,0.3,1.3,0.033,25.0,91.0,0.99268,3.53,0.39,10.6,6
Chardonnay - Fiano 2018,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7
Turmhof Sauvignon Blanc 2017,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,7
Pinot Bianco 2018,0.32,0.39,4.3,0.03,31.0,127.0,0.98904,3.46,0.36,12.8,8
Pinot Grigio 2017,0.315,0.27,1.55,0.026,15.0,70.0,0.98994,3.37,0.4,11.9,8
Roero Arneis 2018,0.28,0.36,1.0,0.035,8.0,70.0,0.9899,3.09,0.46,12.1,6
Riesling Abtsberg GG 2017,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61,9.9,6
Pinot Grigio 2018,0.2,0.31,10.0,0.054,49.0,165.0,0.997,3.4,0.42,9.9,6
Iphöfer Kalb Silvaner 2018,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.75,0.76,11.3,6
The First Lady Sauvignon Blanc 2019,0.255,0.44,12.3,0.045,53.0,197.0,0.9967,3.24,0.54,9.5,6
Les Belles Vignes Sancerre Blanc 2015,0.38,0.33,9.2,0.043,19.0,116.0,0.99444,3.08,0.42,11.4,6
Crozes Hermitage Domaine Mule Blanche 2016,0.32,0.45,2.9,0.029,37.0,94.0,0.98998,3.25,0.6,12.4,6
Splattered Toad Sauvignon Blanc 2019,0.51,0.26,3.3,0.09,7.0,135.0,0.9944,3.01,0.52,8.8,5
Blutsbruder für Immer Vereint Weiss 2017,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7
Feldstück Chardonnay 2016,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,3.22,0.55,9.5,6
Scharzhofberger Riesling Spätlese 2011,0.15,0.38,1.2,0.038,18.0,110.0,0.9917,3.19,0.43,11.1,6
Vom Stein Pinot Bianco 2018,0.18,0.4,1.6,0.047,22.0,102.0,0.9937,3.28,0.44,10.7,5
Chardonnay Riserva 2013,0.33,0.26,2.6,0.04,29.0,115.0,0.9913,3.07,0.52,11.8,7
Reserva Sauvignon Blanc 2018,0.3,0.34,1.5,0.038,18.0,96.0,0.98942,3.56,0.48,13.0,8
Riesling Kabinett Trocken 2018,0.16,0.32,12.5,0.035,18.0,156.0,0.99666,2.88,0.36,9.0,6
Página Sauvignon Blanc 2017,0.27,0.26,1.3,0.038,32.0,138.0,0.99125,3.46,0.43,11.1,6
Sauvignon Touraine 2018,0.55,0.09,1.5,0.108,16.0,151.0,0.9938,3.07,0.57,9.2,4
Geheimrat J Riesling Spätlese Trocken 2013,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43,9.0,6
Meursault 1er Cru 'Blagny' Blanc 2016,0.34,0.27,2.5,0.024,40.0,152.0,0.99095,3.35,0.6,11.9,7
Volz Riesling 2015,0.61,0.21,1.65,0.117,40.0,240.0,0.9938,3.11,0.57,9.3,5
Le Vaglie Verdicchio dei Castelli di Jesi Classico 2019,0.12,0.28,6.3,0.057,17.0,103.0,0.9957,3.5,0.44,9.6,5
Wehlener Sonnenuhr Riesling Kabinett 2015,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,4
Douro Fabelhaft Branco 2017,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,7
Riesling 2018,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5
Verdejo 2018,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5
Louro do Bolo Godello Valdeorras 2016,0.16,0.4,1.6,0.033,59.0,148.0,0.9914,3.44,0.53,11.4,5
Riesling K 2016,0.25,0.33,1.4,0.04,42.0,115.0,0.9906,3.19,0.48,11.3,7
White 2018,0.31,0.33,12.7,0.038,33.0,116.0,0.9954,3.04,0.65,10.4,6
Oppenheim Riesling 2018,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6
Sauvignon Blanc 2019,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,3.39,0.44,11.8,7
Sancerre Blanc 2019,0.21,0.49,1.4,0.047,30.0,114.0,0.9914,2.92,0.42,10.8,7
Saarburger Rausch Riesling Auslese 2016,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,2.99,0.38,8.8,5
Bourgogne Aligoté 2018,0.24,0.28,11.5,0.05,34.0,163.0,0.9969,3.31,0.45,9.5,5
Pouilly-Fuissé 2017,0.36,0.32,10.5,0.045,35.0,135.0,0.9935,3.09,0.33,11.6,8
Rías Baixas Albariño 2018,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,7
Chardonnay (Padstal) 2019,0.21,0.32,0.9,0.038,38.0,121.0,0.99074,3.24,0.46,10.6,6
Ürziger Würzgarten Riesling Kabinett 2016,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4,5
Chablis Premier Cru 'Montée de Tonnerre' 2016,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666666667,6
Chardonnay Le Bourgogne 2016,0.16,0.25,9.8,0.049,59.5,137.0,0.995,3.16,0.38,10.0,6
Chardonnay 2017,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,8
Valle Escondido Torrontes 2016,0.17,0.29,1.4,0.047,23.0,107.0,0.9939,3.52,0.65,10.4,6
Boschen Blanc 2018,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,5
Petite Arvine 2017,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5
Steinterrassen 2016,0.32,0.12,6.6,0.043,22.0,141.0,0.9937,3.36,0.6,10.4,6
Kirchspiel Riesling GG 2013,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5
Napa Valley Chardonnay 2013,0.24,0.35,2.3,0.039,43.0,109.0,0.99056,3.34,0.44,11.8,6
Hole In The Water Sauvignon Blanc 2018,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35,12.4,5
Verdejo 2019,0.28,0.3,1.6,0.045,36.0,139.0,0.99534,3.11,0.49,9.3,5
Riesling Trocken 2017,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38,9.7,6
Le Fornaci Lugana 2019,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12.0,5
No. 3 Colombard - Sauvignon 2019,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48,12.2,7
Les Chays Condrieu 2015,0.13,0.28,1.9,0.05,20.0,78.0,0.9918,3.43,0.64,10.8,6
Ruppertsberger Riesling 2017,0.3,0.29,6.2,0.025,29.0,95.0,0.99071,3.03,0.32,12.9,7
Alta Colección Pinot Gris 2018,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,6
Hard 2016,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,6
Scharzhofberger P Riesling 2015,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,6
Vignes de Nicole Chardonnay - Viognier Pays d'Oc 2019,0.38,0.27,7.5,0.041,24.0,160.0,0.99535,3.17,0.43,10.0,5
Deux Roches Tradition Mâcon-Villages 2017,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6
Grand Ardèche Chardonnay 2017,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,6
Riesling Trocken 2016,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,6
Ca'Marcanda Vistamare Toscana 2018,0.22,0.3,8.9,0.024,17.0,118.0,0.99456,2.99,0.34,10.5,6
Alentejano Branco 2017,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8
Pratto Bianco (Pratto Benaco Bresciano) 2018,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,6
Fransola 2012,0.14,0.18,1.4,0.047,30.0,90.0,0.99164,3.27,0.54,11.2,6
Mosel Alte Reben Riesling 2016,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5
Riesling Deidesheimer Herrgottsacker 2017,0.4,0.48,13.7,0.042,59.0,169.0,0.9986,3.1,0.52,9.4,5
